Age,Gender,Previous_Grade,Attendance,Study_Hours_PerWeek ,Major,Uni_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Stress_Levels,Uni_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Physical_Activities,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Grade
22,M,C,87,6,Business,Private,Low,,No,Medium,Low,Neutral,Medium,52,No,6,Healthy,High,7,Yes,No,,Yes,Yes,Medium,B
18,,B,72,13,Arts,Public,High,Low,No,Low,Medium,Neutral,Low,44,Yes,8,Balanced,Low,2,No,No,Visual,No,Yes,Medium,C
,F,C,90,8,Science,Public,High,High,Yes,High,High,Neutral,Low,49,No,4,Unhealthy,Low,6,No,No,Visual,Yes,,High,C
19,M,C,93,,Law,,,High,Yes,Low,Low,Negative,,,No,9,Balanced,,3,Yes,No,,No,Yes,,B
,M,A,,,Arts,Public,Medium,Medium,Yes,Low,High,Negative,Medium,59,No,9,Unhealthy,Medium,,Yes,Yes,Visual,No,No,High,B
20,M,A,75,19,Law,Public,Low,Medium,Yes,Medium,Medium,Negative,High,94,No,7,Unhealthy,High,4,,No,Kinesthetic,Yes,Yes,High,A
22,M,,73,6,Law,Public,Medium,High,Yes,Low,High,Positive,Medium,99,No,7,Balanced,High,,Yes,No,Auditory,Yes,Yes,Medium,A
19,F,A,89,14,Arts,Public,High,Low,Yes,Low,Medium,Positive,Low,49,No,6,Unhealthy,,10,No,Yes,Auditory,No,Yes,High,A
21,M,C,86,18,Business,Public,Low,Medium,No,High,Medium,Neutral,High,97,No,7,Healthy,Low,10,No,No,Kinesthetic,,Yes,High,C
22,F,C,,,Law,Private,Medium,Medium,No,Medium,Medium,Neutral,Medium,,No,8,Unhealthy,Low,4,No,Yes,Visual,Yes,No,,A
20,F,C,100,6,Law,Private,Low,Medium,Yes,High,Low,Negative,High,,No,9,Unhealthy,Low,9,No,No,Kinesthetic,No,No,High,A
,F,C,74,15,Law,Private,High,High,No,High,High,Neutral,Medium,87,Yes,4,Unhealthy,Medium,5,No,No,Visual,Yes,No,High,C
19,M,A,87,,Business,Private,Medium,Low,Yes,Low,High,,Medium,52,Yes,4,Healthy,Medium,5,,Yes,Auditory,Yes,No,High,A
22,F,A,79,11,,Private,High,High,No,High,Medium,Negative,Low,81,Yes,4,Unhealthy,Low,,Yes,Yes,Visual,No,Yes,Medium,B
18,M,A,79,9,Engineering,Public,Medium,Medium,Yes,High,Low,Negative,Low,64,No,,Healthy,Medium,6,Yes,No,Kinesthetic,No,Yes,High,
18,M,A,84,,Business,Public,Medium,Low,No,,Low,,Low,46,No,4,Healthy,Medium,4,No,No,Kinesthetic,No,Yes,Low,B
,M,B,71,19,Science,Private,Medium,High,Yes,Medium,,Positive,Low,60,Yes,8,Unhealthy,Medium,3,Yes,No,Visual,No,No,Medium,C
20,F,B,88,11,Medicine,Public,Medium,Low,Yes,Low,Low,Positive,Medium,23,Yes,,Unhealthy,High,7,Yes,No,Kinesthetic,No,,Low,B
,F,A,,11,Law,Private,Low,Low,No,Low,Medium,Negative,Low,61,No,8,Unhealthy,Low,5,No,Yes,Kinesthetic,No,Yes,Low,A
19,M,B,86,12,Arts,Private,Low,Medium,Yes,Low,,,,100,,6,Balanced,High,2,Yes,No,Auditory,No,No,Medium,C
22,M,B,72,10,Business,Private,Low,Medium,No,Low,,Negative,High,74,Yes,4,,Medium,6,No,No,Kinesthetic,No,Yes,Medium,C
21,F,C,83,7,Business,Private,Medium,High,No,Medium,High,Positive,Medium,79,,4,Unhealthy,High,5,,No,Visual,No,Yes,Medium,A
20,F,A,98,18,,Private,Medium,Medium,Yes,Medium,Low,Negative,High,63,Yes,7,Balanced,Medium,3,No,No,Kinesthetic,Yes,,Low,B
18,F,A,91,17,Medicine,Public,Medium,Low,No,Medium,High,Negative,,55,Yes,7,Balanced,Low,3,,Yes,Auditory,Yes,No,Low,A
22,F,B,97,12,Science,Public,Medium,Medium,Yes,High,High,Positive,High,40,,8,Balanced,High,6,No,Yes,Visual,Yes,No,Medium,A
19,M,A,89,18,Science,Public,,Low,No,Low,Medium,Neutral,,77,Yes,,Healthy,Low,9,Yes,No,Kinesthetic,Yes,,Low,
19,F,B,72,10,Business,Public,,High,No,Low,Medium,Negative,Medium,58,Yes,4,Balanced,Low,2,Yes,Yes,Kinesthetic,Yes,Yes,High,A
19,F,A,70,5,Engineering,Private,Low,Low,Yes,High,High,Negative,High,83,Yes,7,Unhealthy,Low,5,Yes,Yes,Auditory,No,No,Medium,B
20,,B,,6,Science,Public,High,Medium,No,,High,Negative,Medium,,No,9,Unhealthy,High,6,Yes,Yes,Auditory,Yes,No,Medium,C
19,F,B,76,,Medicine,Public,Low,Low,Yes,Medium,High,Neutral,Medium,71,Yes,9,Unhealthy,Medium,9,Yes,Yes,Auditory,Yes,Yes,Low,B
22,M,B,82,10,Business,Public,Medium,High,No,High,Low,Negative,Medium,86,Yes,,Balanced,Low,2,No,Yes,Auditory,Yes,No,Low,B
20,F,A,71,17,Law,Private,,Low,No,Low,High,Negative,Medium,46,Yes,5,Unhealthy,High,,Yes,Yes,Auditory,No,No,High,A
22,F,C,92,8,Medicine,Public,Medium,Low,Yes,Medium,Low,Positive,Medium,51,Yes,9,Unhealthy,Low,9,No,,Visual,No,,Medium,A
22,,C,94,12,,Private,Medium,Low,No,Medium,Medium,,Low,,,5,Unhealthy,,,No,Yes,Kinesthetic,No,No,High,C
,F,C,85,14,Law,Public,Medium,Low,Yes,Low,Medium,Negative,Medium,65,Yes,5,Balanced,Medium,5,No,No,Auditory,No,No,High,A
19,F,,85,19,Medicine,Private,Low,Medium,No,Low,,,High,69,No,7,,Low,9,Yes,,Visual,No,No,High,B
18,,,78,16,Medicine,Public,Medium,High,No,Medium,Medium,Neutral,High,53,No,9,Healthy,Medium,8,No,No,Kinesthetic,Yes,No,High,B
22,M,B,72,19,Business,Private,Low,Low,No,Low,High,Negative,Low,44,No,,Balanced,Medium,9,No,No,Auditory,Yes,Yes,,B
21,M,A,89,6,Science,Private,Low,Low,Yes,Medium,,Positive,High,21,No,4,Healthy,High,8,No,No,Kinesthetic,No,Yes,Low,C
18,M,B,95,20,Science,Public,Medium,Low,No,High,Low,Positive,High,26,No,7,Unhealthy,,10,Yes,No,Auditory,Yes,No,High,C
20,M,B,70,,Law,Public,Low,,No,Low,High,Negative,Low,82,Yes,8,Unhealthy,Medium,,,Yes,Auditory,Yes,No,Medium,B
20,M,A,99,13,Law,Public,Medium,Low,Yes,High,Medium,Negative,Medium,75,No,7,Unhealthy,Medium,2,No,No,Auditory,No,No,,
19,F,C,83,,Medicine,Public,High,High,Yes,High,Low,Negative,Low,,No,5,Healthy,Low,8,Yes,No,Auditory,No,No,Medium,B
21,F,,99,7,Business,Private,,Low,No,Medium,Medium,Positive,Medium,62,No,9,Unhealthy,Low,10,,,Visual,No,Yes,Low,C
19,M,C,99,9,Business,Private,Low,High,Yes,Low,Low,Neutral,Low,31,No,4,Balanced,Medium,3,Yes,No,Kinesthetic,No,Yes,,B
22,M,B,85,17,,Private,Medium,Low,Yes,Medium,Medium,Positive,High,53,,7,Healthy,Medium,6,,No,Visual,Yes,No,Medium,B
18,F,B,97,14,Arts,Public,Low,Low,Yes,Low,Low,Neutral,,63,,9,Unhealthy,Medium,3,No,No,Kinesthetic,Yes,No,Low,B
21,M,A,,6,Medicine,Private,,Low,No,Medium,Medium,Neutral,High,47,,4,Balanced,High,7,Yes,No,Visual,No,,Low,A
22,M,A,90,20,Medicine,Private,Medium,,No,High,Medium,Negative,Low,,Yes,6,Balanced,Medium,6,Yes,No,Kinesthetic,No,No,Medium,B
21,F,A,86,17,Science,Private,High,Medium,,Low,Medium,Neutral,High,69,,7,Balanced,High,8,,Yes,Auditory,Yes,Yes,Low,C
21,F,,90,20,Medicine,Private,Low,Medium,Yes,Medium,High,Positive,High,71,No,,Unhealthy,,10,Yes,Yes,Kinesthetic,Yes,No,Low,A
19,F,A,98,16,Law,Public,High,Medium,Yes,Low,Medium,Negative,High,,Yes,7,Healthy,,6,No,No,Visual,No,No,Low,C
20,M,C,81,17,Law,Private,Low,High,,Medium,Low,Negative,High,95,Yes,8,Healthy,Medium,5,No,Yes,Visual,No,,Medium,
22,M,A,74,10,Engineering,Private,High,High,No,Low,Medium,Negative,Medium,30,No,8,Unhealthy,High,8,No,No,Visual,,,High,C
21,F,B,70,8,Medicine,Private,High,High,Yes,Medium,Low,Neutral,High,80,Yes,,,Low,3,No,Yes,Kinesthetic,Yes,Yes,Low,A
22,F,C,73,15,Arts,Private,Medium,High,Yes,Low,Medium,Neutral,High,24,No,5,Healthy,High,10,Yes,,Kinesthetic,,Yes,Low,A
21,F,B,88,6,Science,,Medium,Low,Yes,High,Medium,Positive,Low,46,No,7,Healthy,High,2,,No,Auditory,Yes,No,Low,C
19,M,A,80,7,Science,Private,,High,Yes,High,Low,Positive,Low,63,No,6,Balanced,High,9,No,Yes,Visual,No,Yes,High,A
19,F,,71,11,Business,Public,High,Medium,No,High,High,Neutral,High,20,Yes,6,Balanced,Medium,9,No,No,Visual,No,No,Low,C
,F,A,93,9,Engineering,Public,Medium,High,,Low,High,Negative,Low,97,Yes,6,Balanced,,4,No,,Visual,No,Yes,Medium,C
21,F,C,96,19,,Public,Low,Medium,No,High,Medium,Negative,,,Yes,8,,Low,3,No,No,Kinesthetic,No,Yes,High,A
19,M,A,86,18,Arts,Private,,High,Yes,Low,Medium,Neutral,Low,40,Yes,8,Balanced,Medium,10,Yes,No,Kinesthetic,No,Yes,Low,
18,M,A,100,20,Law,Private,Low,High,No,High,Medium,Neutral,Low,20,,9,Balanced,High,6,No,Yes,Visual,Yes,Yes,High,B
19,,A,81,17,Business,Private,Low,High,No,Low,High,Negative,High,100,No,8,Healthy,Low,10,No,Yes,Auditory,Yes,No,High,A
20,F,C,93,19,Business,Private,Medium,High,No,High,Low,Neutral,Low,31,No,5,Unhealthy,Low,9,No,No,Auditory,,Yes,Medium,B
21,M,B,100,14,Medicine,Private,Medium,High,No,Low,High,Positive,Low,,Yes,8,Balanced,High,7,Yes,No,Kinesthetic,Yes,Yes,Low,C
22,,B,91,18,,Private,High,Medium,Yes,High,,Negative,High,58,,4,Healthy,Medium,,Yes,Yes,Visual,Yes,No,Low,A
22,F,A,99,7,Engineering,,Medium,High,Yes,Medium,High,Negative,Medium,80,Yes,,Balanced,High,5,No,,Visual,No,Yes,Low,A
,F,A,74,12,Business,Public,High,Low,,Medium,Low,,,72,Yes,5,Healthy,High,8,No,Yes,Auditory,No,,High,A
21,F,B,93,13,Engineering,Public,Low,High,No,Low,High,Neutral,Low,38,No,8,Unhealthy,Medium,10,No,Yes,Auditory,Yes,No,Medium,A
19,,C,,19,Business,Private,High,Medium,No,Low,Medium,Neutral,Medium,37,No,4,,Low,4,No,,Kinesthetic,No,No,High,A
20,F,,82,6,Science,Public,Low,Low,Yes,Low,Medium,Negative,High,,Yes,4,Balanced,Low,,,No,Auditory,Yes,No,,B
19,M,C,94,17,Business,,High,Medium,No,,Medium,Negative,Medium,23,No,5,Balanced,High,6,No,No,,Yes,Yes,Medium,B
22,M,A,97,16,Business,Private,Medium,High,Yes,Medium,High,Negative,Low,81,No,8,Balanced,Medium,7,No,No,Auditory,Yes,No,Medium,C
,M,C,91,5,Business,Public,Medium,Low,Yes,Low,,Positive,Low,,Yes,7,Healthy,High,3,No,No,Kinesthetic,No,No,High,C
21,M,A,92,9,Science,Public,Low,High,Yes,High,High,Negative,Low,45,Yes,4,Unhealthy,Medium,5,No,No,,No,Yes,High,B
22,M,A,73,17,Law,Public,High,Low,No,Low,Low,Neutral,High,81,Yes,8,Unhealthy,Medium,6,No,Yes,Auditory,No,No,Medium,C
21,F,B,88,17,Law,Public,High,High,No,Low,Medium,Neutral,High,30,Yes,6,Healthy,Low,3,Yes,,Kinesthetic,No,No,Low,
18,F,C,72,,Law,Public,High,Low,No,Medium,Medium,Positive,Medium,58,No,,Balanced,Medium,5,Yes,Yes,Auditory,Yes,No,High,B
19,M,A,95,8,Business,Private,Low,,No,Medium,Low,Neutral,Low,71,Yes,6,,Low,8,No,No,Visual,No,No,Low,C
22,,B,74,18,Arts,,Medium,Medium,Yes,Low,High,Negative,High,65,,5,Balanced,Medium,10,Yes,Yes,,No,No,High,B
18,M,A,74,16,Engineering,Private,Low,Low,,Medium,Low,Positive,Low,98,No,8,,Low,7,No,No,Visual,,Yes,,C
18,M,C,80,11,Engineering,Public,Medium,Medium,,Low,High,Positive,Medium,97,No,5,Healthy,Low,6,Yes,No,Auditory,No,Yes,Medium,B
22,F,B,93,20,Law,,Low,High,No,High,High,Negative,Low,66,No,4,Healthy,Medium,5,Yes,Yes,Auditory,No,No,Low,B
22,M,C,87,18,Medicine,Public,Medium,Medium,,Low,Medium,Neutral,Low,40,No,8,Balanced,Low,9,No,,Kinesthetic,No,Yes,High,B
19,F,C,98,14,Science,Private,Low,Low,No,,Low,Negative,Medium,73,,5,Healthy,Medium,5,,No,Kinesthetic,,,High,B
19,M,C,93,8,Business,Private,Low,Low,No,Low,,Neutral,,20,,9,Healthy,Low,10,Yes,Yes,Auditory,No,No,Medium,
20,M,C,93,6,,Private,Medium,Low,No,Medium,Medium,Negative,High,28,Yes,5,Healthy,Medium,2,No,No,Visual,Yes,Yes,Medium,C
21,F,A,71,5,Business,Private,Low,Low,,Medium,Low,Positive,High,34,No,6,Unhealthy,Low,7,No,No,Kinesthetic,No,No,Medium,B
19,,A,89,7,Engineering,Public,High,Medium,Yes,Medium,Low,,Low,21,No,,,Medium,9,,Yes,Kinesthetic,,No,Low,C
22,F,A,76,20,Arts,Public,High,High,No,High,Low,Negative,Low,53,,5,Healthy,Medium,8,No,No,Kinesthetic,Yes,No,Medium,B
,F,C,87,13,Law,Public,High,,Yes,Low,Low,Neutral,High,64,No,8,Balanced,Low,7,Yes,No,Visual,Yes,No,High,B
22,F,C,79,7,Science,Private,Low,,Yes,High,High,Positive,High,89,Yes,8,Balanced,High,5,Yes,,Visual,No,No,Medium,B
21,M,A,73,5,Law,Public,Low,Medium,Yes,Medium,Medium,Neutral,Low,76,No,4,Healthy,Medium,,No,Yes,Kinesthetic,Yes,Yes,Low,C
19,,,,8,Arts,Public,Low,,Yes,Low,Low,Neutral,Low,48,No,4,Healthy,High,8,No,Yes,Visual,No,No,Low,C
19,M,C,82,16,Science,Private,,,No,Medium,Medium,Positive,High,80,No,7,Healthy,Medium,2,No,No,,Yes,No,High,A
18,F,B,94,6,,,High,Medium,Yes,Low,High,Negative,Low,64,No,9,Healthy,Medium,2,Yes,No,Visual,No,,Low,A
22,F,C,89,20,Business,Public,Medium,Low,No,Low,High,Neutral,High,82,Yes,4,Balanced,High,2,No,Yes,Auditory,Yes,,Low,B
18,F,A,,17,Arts,Private,Medium,High,No,Low,Medium,Neutral,,56,No,7,Balanced,Medium,4,Yes,No,Auditory,Yes,Yes,Medium,C
19,F,A,83,5,Engineering,Private,High,High,No,Low,Low,Positive,Medium,92,No,6,Unhealthy,High,3,No,No,Visual,Yes,Yes,Low,A
20,F,B,76,15,Arts,Private,Low,Low,No,High,Low,Positive,High,,No,8,Balanced,Low,7,No,No,Visual,Yes,No,,B
18,,A,94,13,Arts,Public,,Medium,Yes,Medium,Low,Negative,,48,No,6,Balanced,High,4,No,Yes,Visual,No,Yes,Medium,A
,M,,96,7,,Public,,,No,Medium,High,Neutral,Low,50,No,8,,Low,5,No,Yes,Auditory,,Yes,Medium,C
22,F,B,81,9,Arts,Private,High,Low,Yes,Low,Low,Neutral,Medium,98,No,5,Healthy,Medium,8,No,No,Visual,,No,Medium,B
19,F,,90,19,Law,Private,,Medium,Yes,Medium,,,Low,54,Yes,8,,Low,7,Yes,,Auditory,No,Yes,Medium,C
21,,,74,10,Law,Private,Medium,Medium,No,Medium,,Neutral,Low,32,Yes,8,Healthy,,5,No,No,,Yes,Yes,Medium,B
18,,B,96,5,Science,Private,Low,High,No,Medium,Medium,Negative,Low,45,No,7,Healthy,,,Yes,Yes,Kinesthetic,No,Yes,High,A
21,F,C,95,19,Medicine,Public,Medium,Medium,Yes,Low,High,Negative,Medium,75,Yes,7,Unhealthy,Medium,4,No,No,Visual,Yes,,Medium,C
19,M,C,,20,Business,Private,Medium,Medium,Yes,Medium,Medium,Negative,Low,67,Yes,,Balanced,Medium,5,No,Yes,Visual,Yes,Yes,Medium,B
21,M,A,81,10,Business,Private,Low,High,No,High,,,Low,90,No,,Balanced,High,10,No,No,Auditory,No,Yes,High,B
22,M,A,70,12,Arts,Public,Low,,No,Low,Low,Negative,Low,53,No,9,Balanced,High,7,,No,Visual,Yes,No,High,C
20,F,C,90,20,Arts,,Low,Medium,No,Low,High,Neutral,Low,86,No,8,Healthy,High,2,No,No,Visual,Yes,Yes,Medium,B
18,M,B,85,8,,Public,High,,No,Low,Low,Neutral,High,51,No,8,Unhealthy,High,4,Yes,No,Kinesthetic,No,Yes,Medium,C
21,F,A,81,10,Law,Private,High,Low,Yes,Low,Medium,Neutral,Low,89,No,9,Balanced,High,,No,No,Auditory,Yes,No,Medium,A
21,F,,100,5,Medicine,Public,Medium,High,Yes,Low,Low,Positive,High,100,No,6,,Low,9,No,,Visual,No,Yes,High,A
22,M,C,100,5,Law,Public,Low,Medium,No,Low,High,,Low,51,Yes,5,,Low,9,No,Yes,Visual,No,Yes,Medium,C
18,F,B,88,15,Law,Public,,Low,Yes,High,Medium,Positive,Medium,40,No,6,Unhealthy,High,10,Yes,Yes,Auditory,Yes,Yes,High,C
,F,B,73,16,Science,,High,Low,No,Low,Medium,Positive,High,,No,,Unhealthy,Medium,8,No,,Visual,Yes,Yes,Medium,C
,F,C,72,11,Law,Private,Low,,Yes,Low,High,Positive,Medium,99,No,4,Healthy,Medium,5,Yes,No,Auditory,Yes,Yes,Low,B
18,,B,78,8,Law,Private,High,High,No,High,Low,Neutral,Medium,69,Yes,5,Healthy,High,6,Yes,Yes,Visual,Yes,Yes,High,A
20,M,B,71,14,Engineering,Private,Medium,Low,No,High,High,Neutral,Low,65,Yes,7,Healthy,Low,8,No,,Visual,No,No,,A
20,M,,74,15,Science,Public,Medium,,,Low,Medium,Positive,High,23,Yes,6,Unhealthy,Low,6,No,Yes,Kinesthetic,Yes,No,,A
22,F,A,75,6,Arts,Public,,Low,No,High,High,Neutral,Medium,96,No,4,Healthy,High,8,Yes,Yes,Auditory,No,Yes,Medium,C
19,M,B,85,16,Medicine,Private,High,Medium,Yes,Low,High,Neutral,Medium,64,No,9,,Low,7,Yes,Yes,Kinesthetic,Yes,Yes,Low,C
20,M,C,94,12,,Private,Low,Medium,,Low,High,Positive,Low,,Yes,8,,Medium,7,No,No,Visual,No,No,High,C
19,M,B,84,12,Arts,,Low,Low,No,Medium,High,Neutral,,20,Yes,6,,High,3,Yes,Yes,Auditory,Yes,No,Medium,B
19,,C,82,8,Science,Private,High,Low,Yes,Low,High,Negative,High,53,Yes,6,Healthy,High,3,Yes,No,Kinesthetic,Yes,Yes,Low,A
18,M,B,90,14,Medicine,Private,High,High,No,Low,Medium,Neutral,Medium,73,No,8,Healthy,Medium,9,Yes,,Auditory,No,No,High,A
21,M,B,71,20,Arts,Private,Medium,High,No,Medium,High,Neutral,Medium,43,No,7,Balanced,Low,8,Yes,No,Auditory,No,No,Medium,C
20,M,C,76,9,Engineering,Public,Medium,Medium,No,High,High,Positive,Medium,42,No,4,Healthy,High,2,,Yes,Visual,No,No,High,A
22,F,C,80,7,Medicine,Public,Medium,Medium,No,High,Low,Neutral,High,98,No,5,Balanced,High,9,Yes,Yes,Auditory,Yes,Yes,Medium,A
18,F,A,96,14,Business,Private,Low,Low,No,High,High,Neutral,Low,69,Yes,5,Healthy,Low,7,No,Yes,Visual,Yes,No,Low,
20,F,,92,,Law,Public,Medium,High,,Low,Low,Neutral,High,46,No,8,Healthy,Medium,6,Yes,Yes,Kinesthetic,Yes,,Medium,
19,F,A,82,18,,Private,Medium,Low,Yes,Medium,,Negative,Medium,53,No,6,,Medium,8,No,Yes,Kinesthetic,No,No,,
22,F,A,98,18,Arts,Public,Medium,High,Yes,High,Low,Positive,Medium,30,No,7,Healthy,Medium,7,No,No,Kinesthetic,Yes,Yes,Low,A
18,M,B,,,Medicine,Private,Medium,Low,No,Medium,High,Positive,Medium,31,No,4,Healthy,Medium,10,Yes,Yes,Auditory,No,No,Medium,A
20,,A,87,14,Business,Public,High,High,No,Medium,Low,Neutral,Medium,63,,5,Healthy,High,2,Yes,,Auditory,Yes,Yes,Low,
19,F,,77,15,Arts,Private,High,Medium,No,Low,Low,Positive,Low,89,Yes,7,Unhealthy,Low,7,Yes,Yes,Kinesthetic,Yes,No,Medium,B
18,F,A,89,20,Science,Public,High,Medium,No,Medium,,Positive,Medium,81,No,9,Balanced,Low,3,Yes,No,Visual,Yes,Yes,High,A
19,,A,98,17,Engineering,Public,Medium,High,Yes,,High,Negative,High,27,Yes,7,Unhealthy,High,5,Yes,Yes,Auditory,Yes,No,Medium,C
22,F,,83,19,Law,,Low,Low,Yes,High,,Neutral,High,36,Yes,4,Healthy,Medium,2,No,Yes,Visual,Yes,Yes,High,A
22,F,B,92,,Medicine,Private,Low,Medium,Yes,Medium,Low,Neutral,Medium,96,No,8,Unhealthy,Medium,5,Yes,Yes,Visual,,Yes,Low,B
18,,,,19,Law,Private,,Low,Yes,Low,High,Neutral,,35,No,,Balanced,High,5,Yes,Yes,Visual,Yes,Yes,Low,
18,,A,83,6,Science,Public,Low,Low,No,Low,,Neutral,Medium,27,No,8,Balanced,Medium,6,Yes,No,Visual,Yes,,Low,B
18,M,C,93,17,Business,Public,Medium,Low,No,,High,Positive,Low,47,No,4,Balanced,Low,2,No,Yes,Visual,No,Yes,High,B
18,M,A,84,11,Business,Private,Medium,Medium,No,High,Low,Neutral,High,40,No,4,Healthy,Medium,9,No,No,Kinesthetic,Yes,No,High,C
21,F,A,79,11,Arts,Public,,Low,No,High,Medium,Positive,Medium,86,No,6,Healthy,Medium,,Yes,No,Visual,Yes,Yes,,A
,F,,92,6,Business,Public,Medium,High,,,Low,Neutral,High,,Yes,5,Balanced,High,4,No,Yes,,,,Low,A
21,F,B,77,11,Science,Private,High,Low,Yes,High,High,Positive,High,83,Yes,5,Balanced,,8,Yes,Yes,Visual,No,Yes,Medium,A
18,F,C,87,7,Arts,Private,Low,Medium,No,Low,Low,,High,21,,7,Balanced,Medium,8,No,Yes,Kinesthetic,No,Yes,Low,A
18,F,A,84,20,,Private,High,Low,No,Low,Low,Negative,Medium,97,No,4,Balanced,Low,7,No,No,Visual,No,No,Low,A
21,F,A,94,19,Engineering,,Low,High,No,Medium,High,Negative,,92,No,9,Balanced,,8,No,No,Kinesthetic,No,Yes,Low,C
19,F,A,83,12,Arts,Public,Medium,High,No,High,,Negative,Low,94,No,4,Unhealthy,High,4,Yes,No,Auditory,No,Yes,Low,A
20,M,C,78,6,Medicine,Private,High,Medium,,Low,Medium,Neutral,High,,No,8,,Medium,7,Yes,No,Auditory,Yes,Yes,,A
20,M,A,74,5,Business,Public,,Low,No,Medium,High,Positive,High,75,No,4,Balanced,Medium,4,No,No,Kinesthetic,Yes,No,Low,A
,F,B,85,13,Law,Public,High,Medium,Yes,,High,Positive,Medium,25,Yes,,,High,7,Yes,No,Kinesthetic,No,,Low,
19,F,C,85,5,Medicine,Private,High,Low,Yes,,High,Neutral,Low,34,,9,Healthy,Medium,6,Yes,No,Auditory,No,No,Medium,C
18,F,B,,20,Business,Private,,Medium,Yes,,High,Positive,Medium,77,No,7,Unhealthy,Low,6,No,Yes,Visual,No,No,Medium,C
,F,A,91,14,Business,Public,High,Low,No,Medium,,Neutral,Low,32,No,8,Balanced,High,10,No,No,Kinesthetic,Yes,No,Low,C
22,M,B,96,8,,Private,High,Low,No,Medium,Low,Negative,,72,Yes,6,Healthy,High,9,No,Yes,,Yes,No,Medium,C
21,M,B,83,10,Law,Public,Medium,Low,,High,Low,Positive,Medium,87,,4,Balanced,High,10,No,Yes,Visual,No,No,,A
20,F,C,74,8,Engineering,Private,High,High,Yes,Low,Medium,Positive,Low,29,Yes,8,Healthy,Low,6,No,No,Kinesthetic,Yes,Yes,Low,C
18,F,A,80,9,,Public,High,Medium,Yes,,Low,Neutral,Medium,55,Yes,5,Balanced,,7,No,No,Kinesthetic,No,Yes,Low,A
22,M,A,94,11,Medicine,Public,High,Low,No,Medium,High,,,83,Yes,6,Unhealthy,Medium,7,Yes,Yes,,Yes,Yes,Low,A
21,F,B,91,13,Law,Private,Medium,Medium,Yes,High,Low,Positive,Medium,28,No,9,,High,7,No,Yes,Kinesthetic,,Yes,Medium,
21,F,,72,11,Medicine,Public,High,Medium,No,Low,Medium,,High,88,No,7,Healthy,Medium,,No,No,Kinesthetic,No,No,High,A
19,,C,81,12,Business,Public,High,Medium,Yes,Medium,Medium,Positive,High,46,No,5,Unhealthy,High,2,No,No,Kinesthetic,Yes,Yes,Medium,
18,M,B,97,10,Arts,Private,Low,High,Yes,Low,,Neutral,Medium,96,,9,Balanced,Medium,10,No,Yes,Auditory,Yes,Yes,,B
,F,,94,10,,Private,High,Low,No,Low,Medium,Negative,Medium,,,8,Balanced,High,8,No,No,Kinesthetic,No,No,Medium,A
18,F,C,77,8,Arts,Public,Medium,High,No,Medium,Low,Positive,Low,34,Yes,6,Unhealthy,,7,Yes,No,Auditory,Yes,Yes,High,C
22,M,C,96,6,Engineering,Private,Medium,Low,No,Medium,Low,Negative,Medium,60,,,Healthy,High,,No,,Auditory,,Yes,Medium,B
18,M,B,74,8,Engineering,,Low,High,No,High,Medium,Negative,Medium,,No,,Unhealthy,High,8,Yes,Yes,Auditory,Yes,,High,A
19,M,,82,6,Law,Private,High,Medium,Yes,Low,Low,,Low,43,No,9,Balanced,,6,No,No,Visual,No,No,Medium,A
19,M,C,100,7,Business,Private,Low,High,No,,Medium,,Medium,30,No,5,Healthy,High,4,,Yes,Auditory,No,Yes,High,B
20,M,A,99,16,Arts,Public,High,High,No,Low,,,Medium,92,,6,Unhealthy,Medium,3,No,No,Auditory,No,Yes,Low,C
22,M,A,80,16,,Public,Low,Medium,No,Low,,Neutral,,64,Yes,7,Unhealthy,Low,8,Yes,Yes,Kinesthetic,No,No,Low,B
21,M,A,82,9,Science,Public,Medium,High,Yes,Medium,Low,Positive,High,29,No,7,Unhealthy,Medium,3,Yes,Yes,Auditory,Yes,No,Medium,B
20,M,B,84,20,Arts,Private,Low,Medium,No,Medium,Medium,Negative,High,97,No,4,Unhealthy,Medium,7,Yes,Yes,Visual,No,,Low,B
19,F,B,92,5,Medicine,Public,Low,Low,No,,Medium,Neutral,Low,,Yes,4,Balanced,Low,3,Yes,Yes,Kinesthetic,Yes,No,High,A
19,F,B,76,14,Engineering,Public,Medium,,Yes,High,Medium,Positive,High,29,No,4,Balanced,Low,2,Yes,No,Auditory,Yes,No,Medium,B
20,F,C,79,14,Business,Public,Medium,Medium,No,Low,Medium,Neutral,High,50,No,4,Healthy,Medium,6,Yes,Yes,Kinesthetic,Yes,No,Medium,C
,F,C,80,10,Arts,Private,Medium,Low,Yes,,Low,,,99,No,8,Unhealthy,High,4,,No,Kinesthetic,Yes,No,High,C
19,M,B,98,14,Business,Public,High,Medium,Yes,High,Low,Neutral,High,53,No,8,Balanced,High,8,,Yes,Auditory,Yes,No,High,B
20,F,C,78,20,Law,Private,Medium,Low,Yes,High,Low,Positive,Low,66,Yes,8,Balanced,Medium,10,No,No,Kinesthetic,,Yes,High,C
21,M,A,80,11,Medicine,Public,High,Low,,,,Negative,,51,Yes,9,Balanced,High,8,No,No,Auditory,Yes,,Low,B
